"Id","Count","coords.x1","coords.x2","optional"
0,3,529374.73454739,181154.230390954,TRUE
0,3,529375.654649097,181128.324545729,TRUE
0,1,529384.732528287,181130.631545162,TRUE
0,1,529386.75610867,181104.634759822,TRUE
0,3,529392.309833196,181114.731241713,TRUE
0,1,529391.708112926,181093.950181631,TRUE
0,1,529432.388032471,181102.262675747,TRUE
0,1,529443.692548978,181107.996809173,TRUE
0,1,529448.88553301,181110.346243134,TRUE
0,2,529455.363876441,181114.811677396,TRUE
0,2,529451.369312111,181103.475430743,TRUE
0,4,529440.454345191,181099.097901869,TRUE
0,5,529434.274606154,181094.885598072,TRUE
0,2,529429.402962092,181093.065163239,TRUE
0,5,529477.250918349,181080.511741754,TRUE
0,5,529484.450731312,181100.471253723,TRUE
0,3,529470.610389814,181077.448382351,TRUE
0,3,529463.947125146,181074.109154484,TRUE
0,1,529454.664633399,181069.319340269,TRUE
0,5,529448.507632469,181065.382903499,TRUE
0,4,529442.4870461,181063.101674649,TRUE
0,4,529427.093022954,181054.927155994,TRUE
0,1,529402.325560651,181040.859342102,TRUE
0,4,529395.707764547,181038.071845467,TRUE
0,1,529389.596233055,181034.68714055,TRUE
0,3,529381.852227868,181031.714717634,TRUE
0,2,529376.70775457,181026.58385946,TRUE
0,1,529357.396977791,181028.175357723,TRUE
0,2,529396.28820375,181082.184983638,TRUE
0,1,529406.492287176,181084.676911298,TRUE
0,1,529347.424745705,181048.716909143,TRUE
0,2,529343.442832139,181054.322179845,TRUE
0,3,529339.59125564,181068.248973553,TRUE
0,1,529281.65183014,181086.356010138,TRUE
0,1,529347.109967398,181071.795751913,TRUE
0,4,529303.991212894,181040.631623595,TRUE
0,2,529293.395992507,181063.724210968,TRUE
0,2,529286.644812674,181055.948342888,TRUE
0,1,529284.201389313,181063.371017887,TRUE
0,5,529296.32587751,181102.64440434,TRUE
0,3,529306.255512728,181179.316141939,TRUE
0,2,529320.318732526,181184.822914601,TRUE
0,3,529362.664551799,181156.058382116,TRUE
0,2,529365.151890514,181176.128560023,TRUE
0,1,529274.165044231,180907.312597933,TRUE
0,1,529299.361335081,180873.184663104,TRUE
0,1,529324.815196114,180857.948735704,TRUE
